ap,auc,dataset,path,type,name,query_index,lag_normalized_inverted
0.5336973447,0.4999764473,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),13,0.7543136869
0.5318835806,0.5088440341,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),14,0.7586707711
0.5592196499,0.4926397852,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),15,0.7507088218
0.0068355991,0.5120689655,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),16,0.5103806228
0.6337482582,0.6192943615,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),17,0.8129404821
0.4753787621,0.4803688351,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),18,0.7446794968
0.7742472342,0.9945799458,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),19,0.9946174548
0.567215688,0.5533232842,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),20,0.7805256275
0.0772536838,0.7160593792,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),21,0.7199893532
0.0524846591,0.8657439446,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),22,0.8657439446
0.5138796816,0.5177116209,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),23,0.7630278552
0.5712006629,0.7663200462,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),24,0.7667243368
0.5003093753,0.4999882237,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),25,0.7543194732
0.504683102,0.502331716,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),26,0.755470947
0.4197838777,0.9162333911,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),27,0.916378316
0.5114156542,0.4968086109,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),28,0.7527571721
0.5429122513,0.5355292289,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),29,0.7717825277
0.5248137944,0.5196782703,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),30,0.7639941674
0.0117647059,0.8556701031,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),31,0.8546712803
0.0229247086,0.6967071057,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),32,0.6972318339
0.6095526885,0.6340972255,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),33,0.8202138617
0.0294117647,0.9432989691,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),34,0.9429065744
0.0769230769,0.9793814433,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),35,0.9792387543
0.0117647059,0.8556701031,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),36,0.8546712803
0.0114942529,0.852233677,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),37,0.8512110727
0.5,0.9982817869,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),38,0.9982698962
0.5427880487,0.5407461491,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),39,0.7743458587
0.5626825834,0.5274977625,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),40,0.7678362708
0.5434169524,0.5187126101,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),41,0.7635196908
0.5455040662,0.5115525932,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),42,0.7600016202
0.5435364929,0.5550426304,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),43,0.7813704274
0.0078050457,0.5689655172,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),44,0.5674740484
0.0072463768,0.764604811,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),45,0.7629757785
0.5083275231,0.5103749588,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),46,0.7594229901
0.5059798834,0.4930401809,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),47,0.750905556
0.487349857,0.4370789957,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),48,0.7234090567
0.4913463944,0.4380328796,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),49,0.723877747
0.494316167,0.4467355975,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),50,0.728153823
0.0052748652,0.3511494253,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),51,0.3489042676
0.4899157431,0.4910028734,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),52,0.749904526
0.498470209,0.479509162,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),53,0.7442570969
0.5155619878,0.4916976777,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),54,0.7502459178
0.5507342058,0.5422181921,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),55,0.7750691463
0.5741534748,0.5553605916,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),56,0.7815266575
0.4964553124,0.6921609625,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),57,0.7518114335
0.0088495575,0.8075601375,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),58,0.8062283737
0.4821090387,0.481016534,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),59,0.7449977433
0.5581130069,0.5716354986,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),60,0.7895233246
0.0277777778,0.939862543,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),61,0.9394463668
0.4981919444,0.496914598,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),62,0.7528092488
0.0716623394,0.9225880994,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),63,0.92272203
0.5577980982,0.5448678694,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),64,0.7763710639
0.3202944217,0.7328134027,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),65,0.7332756632
0.5229345684,0.5189245843,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),66,0.7636238442
0.5197603741,0.5060883697,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),67,0.7573167768
0.5244788296,0.513260163,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),68,0.7608406337
0.5499232205,0.532278958,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),69,0.7701855088
0.5354533371,0.5211267606,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),70,0.7647058824
0.5684386101,0.5656648924,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),71,0.7865896703
0.5919431409,0.5779947242,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),72,0.7926479268
1,1,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),73,1
0.5215790364,0.5011069763,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),74,0.7548691717
0.6424171719,0.6173983702,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),75,0.8120088878
0.495141508,0.4996820387,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),76,0.7541690294
0.4932669293,0.4927222196,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),77,0.7507493259
0.0208414583,0.7793103448,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),78,0.7785467128
0.5504314901,0.5296528334,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),79,0.7688951638
0.6166769844,0.5904776485,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),80,0.7987814051
0.5389879302,0.5598827076,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),81,0.7837485968
0.5892692041,0.5726600405,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),82,0.7900267327
1,1,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),83,1
0.6047193203,0.5740496491,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),84,0.7907095161
0.5672724357,0.5758161006,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),85,0.7915774612
0.6519147137,0.6256535871,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),86,0.8160650843
0.6295556392,0.5860615196,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),87,0.7966115425
0.552893018,0.5202435348,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),88,0.7642719098
1,1,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),89,1
1,1,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),90,1
1,1,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),91,1
0.5810624575,0.557633426,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),92,0.7826434135
1,1,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),93,1
0.6241892602,0.6385251307,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),94,0.8223895106
0.6263078984,0.6139243488,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),95,0.8103019292
0.6272575608,0.602077347,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),96,0.804480911
0.627854219,0.6204719959,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),97,0.8135191122
0.602999734,0.6171392906,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),98,0.8118815891
0.586814808,0.5856493476,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),99,0.796409022
0.7648875939,0.9835357625,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),100,0.9837636412
0.6266235732,0.6145956004,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),101,0.8106317483
1,1,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),102,1
0.8666666667,0.9988505747,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),103,0.9988465975
0.6845611683,0.7045197607,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),104,0.8548159378
0.6336794725,0.5897475152,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),105,0.7984226545
0.6010709987,0.5996631966,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),106,0.8032947194
0.3333333333,0.9948364888,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),107,0.9948096886
0.0247668998,0.8846815835,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),108,0.884083045
0.6034032776,0.5997338546,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),109,0.8033294372
0.8333333333,0.9991394148,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),110,0.9991349481
0.6383072437,0.6431767865,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),111,0.8246750992
0.6592757549,0.6843233313,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),112,0.8448924327
0.64256298,0.6625370955,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),113,0.834187777
0.6215633908,0.5966837816,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),114,0.8018307854
0.5605872758,0.573978991,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),115,0.7906747983
0.6175828862,0.6224504216,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),116,0.8144912106
0.6640549991,0.6899877526,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),117,0.8476756431
0.6003091252,0.5976494418,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),118,0.8023052621
0.5769230769,0.9905335628,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),119,0.9904844291
0.2803030303,0.9724612737,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),120,0.9723183391
0.4382509984,0.4242781101,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),121,0.7171193482
0.4494745501,0.435889585,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),122,0.7228246404
0.567837102,0.5440199727,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),123,0.7759544502
0.5271786126,0.5237646615,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),124,0.7660020136
0.5889454577,0.5809270338,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),125,0.7940887156
0.4869767441,0.4865396392,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),126,0.7477115182
0.4967272839,0.4927104433,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),127,0.7507435396
0.5599365035,0.5536176928,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),128,0.780670285
0.5946603806,0.5833529606,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),129,0.7952806934
0.25,0.9948453608,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),130,0.9948096886
1,1,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),131,1
1,1,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),132,1
0.0666666667,0.9759450172,TrainController,0->1->2,HYBRID,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),133,0.9757785467
0.0107687008,0.6747126437,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),0,0.6735870819
0.3882327784,0.5506034261,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),1,0.6376837311
0.4442472077,0.4255970606,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),2,0.7177674139
0.4809294254,0.4693226247,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),3,0.7392519471
0.4639276025,0.4391280795,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),4,0.724415873
0.6047635851,0.6063403834,TrainController,1->0->2,HYBRID,(o (MAX) ((. (LSI NT) (1 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (1 0)) (. (VSM NT) (0 2)))))),5,0.8065755517
